2018-12-13 12:44:32,978 - The function generate_sift costs 28.511871 seconds
2018-12-13 12:45:05,563 - The function compute_k_means costs 31.337864 seconds
2018-12-13 12:45:09,844 - The function compute_svm costs 4.273391 seconds
2018-12-13 12:45:09,846 - The function train costs 65.379894 seconds
2018-12-13 12:45:09,846 - Start test model
2018-12-13 12:45:14,551 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1567.jpg, predict:Insidecity fact:livingroom
2018-12-13 12:45:14,571 - image:/Users/weiziyang/CV_DATA/testing_tagged/livingroom/1798.jpg, predict:kitchen fact:livingroom
2018-12-13 12:45:14,571 - category:livingroom correct_ratio:35.0%
2018-12-13 12:45:14,592 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1964.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,620 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/203.jpg, predict:bedroom fact:Suburb
2018-12-13 12:45:14,655 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/217.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,681 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2073.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,707 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/58.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,733 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/66.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,761 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1829.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,791 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1975.jpg, predict:industrial fact:Suburb
2018-12-13 12:45:14,823 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/128.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,852 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/38.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,886 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/2036.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,908 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/330.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,929 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1841.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,949 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1788.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,973 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/168.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:14,992 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1953.jpg, predict:bedroom fact:Suburb
2018-12-13 12:45:15,009 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/6.jpg, predict:kitchen fact:Suburb
2018-12-13 12:45:15,026 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/53.jpg, predict:Insidecity fact:Suburb
2018-12-13 12:45:15,057 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1834.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:15,089 - image:/Users/weiziyang/CV_DATA/testing_tagged/Suburb/1809.jpg, predict:Suburb fact:Suburb
2018-12-13 12:45:15,089 - category:Suburb correct_ratio:75.0%
2018-12-13 12:45:15,120 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/413.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,142 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/60.jpg, predict:Coast fact:Mountain
2018-12-13 12:45:15,173 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2881.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,202 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2922.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,222 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2880.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,242 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2926.jpg, predict:Highway fact:Mountain
2018-12-13 12:45:15,267 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2879.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:45:15,291 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2892.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:45:15,316 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/515.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:45:15,341 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2963.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:45:15,374 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/137.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,400 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/484.jpg, predict:Forest fact:Mountain
2018-12-13 12:45:15,422 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/447.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,444 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2958.jpg, predict:industrial fact:Mountain
2018-12-13 12:45:15,471 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/133.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,502 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2966.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,533 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/468.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,553 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/4.jpg, predict:Mountain fact:Mountain
2018-12-13 12:45:15,573 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/2863.jpg, predict:OpenCountry fact:Mountain
2018-12-13 12:45:15,597 - image:/Users/weiziyang/CV_DATA/testing_tagged/Mountain/46.jpg, predict:Highway fact:Mountain
2018-12-13 12:45:15,597 - category:Mountain correct_ratio:50.0%
2018-12-13 12:45:15,627 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1634.jpg, predict:Office fact:kitchen
2018-12-13 12:45:15,646 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1783.jpg, predict:kitchen fact:kitchen
2018-12-13 12:45:15,666 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1741.jpg, predict:industrial fact:kitchen
2018-12-13 12:45:15,684 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/61.jpg, predict:Highway fact:kitchen
2018-12-13 12:45:15,707 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/825.jpg, predict:kitchen fact:kitchen
2018-12-13 12:45:15,728 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1792.jpg, predict:Highway fact:kitchen
2018-12-13 12:45:15,750 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1591.jpg, predict:bedroom fact:kitchen
2018-12-13 12:45:15,770 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1793.jpg, predict:Office fact:kitchen
2018-12-13 12:45:15,794 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1356.jpg, predict:Office fact:kitchen
2018-12-13 12:45:15,813 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1132.jpg, predict:Office fact:kitchen
2018-12-13 12:45:15,836 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1657.jpg, predict:kitchen fact:kitchen
2018-12-13 12:45:15,858 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1064.jpg, predict:bedroom fact:kitchen
2018-12-13 12:45:15,877 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1277.jpg, predict:livingroom fact:kitchen
2018-12-13 12:45:15,899 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1470.jpg, predict:bedroom fact:kitchen
2018-12-13 12:45:15,932 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1826.jpg, predict:Insidecity fact:kitchen
2018-12-13 12:45:15,960 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1832.jpg, predict:kitchen fact:kitchen
2018-12-13 12:45:15,987 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/791.jpg, predict:Office fact:kitchen
2018-12-13 12:45:16,016 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1758.jpg, predict:kitchen fact:kitchen
2018-12-13 12:45:16,047 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/1407.jpg, predict:bedroom fact:kitchen
2018-12-13 12:45:16,075 - image:/Users/weiziyang/CV_DATA/testing_tagged/kitchen/782.jpg, predict:bedroom fact:kitchen
2018-12-13 12:45:16,075 - category:kitchen correct_ratio:25.0%
2018-12-13 12:45:16,097 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2075.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,116 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/188.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,140 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/160.jpg, predict:Mountain fact:OpenCountry
2018-12-13 12:45:16,162 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/831.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,187 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2264.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,209 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/706.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,235 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/658.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,256 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2788.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,275 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2574.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:45:16,288 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/660.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:45:16,305 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/475.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:45:16,321 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/685.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,334 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2786.jpg, predict:Coast fact:OpenCountry
2018-12-13 12:45:16,366 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2381.jpg, predict:Forest fact:OpenCountry
2018-12-13 12:45:16,397 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/245.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,417 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2191.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,436 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/130.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,449 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2135.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:45:16,468 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2644.jpg, predict:Highway fact:OpenCountry
2018-12-13 12:45:16,484 - image:/Users/weiziyang/CV_DATA/testing_tagged/OpenCountry/2455.jpg, predict:OpenCountry fact:OpenCountry
2018-12-13 12:45:16,484 - category:OpenCountry correct_ratio:60.0%
2018-12-13 12:45:16,512 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/599.jpg, predict:industrial fact:store
2018-12-13 12:45:16,551 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2908.jpg, predict:store fact:store
2018-12-13 12:45:16,577 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/175.jpg, predict:kitchen fact:store
2018-12-13 12:45:16,607 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2729.jpg, predict:bedroom fact:store
2018-12-13 12:45:16,654 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2924.jpg, predict:store fact:store
2018-12-13 12:45:16,682 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/712.jpg, predict:Street fact:store
2018-12-13 12:45:16,721 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2565.jpg, predict:store fact:store
2018-12-13 12:45:16,757 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/895.jpg, predict:TallBuilding fact:store
2018-12-13 12:45:16,793 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2987.jpg, predict:Street fact:store
2018-12-13 12:45:16,833 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/700.jpg, predict:Insidecity fact:store
2018-12-13 12:45:16,889 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/925.jpg, predict:store fact:store
2018-12-13 12:45:16,943 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/35.jpg, predict:store fact:store
2018-12-13 12:45:16,985 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2948.jpg, predict:store fact:store
2018-12-13 12:45:17,026 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2597.jpg, predict:industrial fact:store
2018-12-13 12:45:17,072 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2596.jpg, predict:store fact:store
2018-12-13 12:45:17,103 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/440.jpg, predict:store fact:store
2018-12-13 12:45:17,142 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/787.jpg, predict:store fact:store
2018-12-13 12:45:17,182 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2687.jpg, predict:store fact:store
2018-12-13 12:45:17,217 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/623.jpg, predict:store fact:store
2018-12-13 12:45:17,239 - image:/Users/weiziyang/CV_DATA/testing_tagged/store/2723.jpg, predict:store fact:store
2018-12-13 12:45:17,239 - category:store correct_ratio:60.0%
2018-12-13 12:45:17,239 - Parameter:SIFT-Cluster_num:100Kmeans_type:MINI:sample num:300 - Correct: 52.33333333333333%
2018-12-13 12:45:44,201 - The function generate_sift costs 26.904265 seconds
2018-12-13 12:46:25,079 - The function compute_k_means costs 39.604496 seconds
2018-12-13 12:46:30,428 - The function compute_svm costs 5.342718 seconds
2018-12-13 12:46:30,430 - The function train costs 73.133739 seconds
2018-12-13 12:46:30,430 - Start test model
2018-12-13 12:46:30,462 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1192.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,490 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2854.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,509 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1034.jpg, predict:Coast fact:Forest
2018-12-13 12:46:30,537 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1092.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,554 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1120.jpg, predict:OpenCountry fact:Forest
2018-12-13 12:46:30,577 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2776.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,602 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2762.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,624 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1082.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,651 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2760.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,673 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1081.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,701 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2792.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,737 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2779.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,775 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2751.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,803 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1115.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,832 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1075.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,855 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1159.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,882 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2876.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,902 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2866.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,935 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/1176.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,971 - image:/Users/weiziyang/CV_DATA/testing_tagged/Forest/2913.jpg, predict:Forest fact:Forest
2018-12-13 12:46:30,971 - category:Forest correct_ratio:90.0%
2018-12-13 12:46:30,997 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2672.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,015 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/88.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,038 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/48.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,051 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2981.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,067 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2599.jpg, predict:Office fact:bedroom
2018-12-13 12:46:31,103 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/248.jpg, predict:store fact:bedroom
2018-12-13 12:46:31,120 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/107.jpg, predict:kitchen fact:bedroom
2018-12-13 12:46:31,145 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/13.jpg, predict:livingroom fact:bedroom
2018-12-13 12:46:31,167 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2624.jpg, predict:Insidecity fact:bedroom
2018-12-13 12:46:31,186 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/243.jpg, predict:TallBuilding fact:bedroom
2018-12-13 12:46:31,198 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2625.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,227 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2805.jpg, predict:TallBuilding fact:bedroom
2018-12-13 12:46:31,246 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/331.jpg, predict:industrial fact:bedroom
2018-12-13 12:46:31,269 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/326.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,284 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/124.jpg, predict:kitchen fact:bedroom
2018-12-13 12:46:31,304 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/194.jpg, predict:bedroom fact:bedroom
2018-12-13 12:46:31,324 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2860.jpg, predict:industrial fact:bedroom
2018-12-13 12:46:31,341 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2686.jpg, predict:livingroom fact:bedroom
2018-12-13 12:46:31,357 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2.jpg, predict:Office fact:bedroom
2018-12-13 12:46:31,375 - image:/Users/weiziyang/CV_DATA/testing_tagged/bedroom/2904.jpg, predict:Office fact:bedroom
2018-12-13 12:46:31,375 - category:bedroom correct_ratio:35.0%
2018-12-13 12:46:31,389 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2513.jpg, predict:bedroom fact:Office
2018-12-13 12:46:31,407 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1036.jpg, predict:Office fact:Office
2018-12-13 12:46:31,428 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2339.jpg, predict:kitchen fact:Office
2018-12-13 12:46:31,444 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2918.jpg, predict:Insidecity fact:Office
2018-12-13 12:46:31,466 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1451.jpg, predict:Office fact:Office
2018-12-13 12:46:31,482 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2210.jpg, predict:industrial fact:Office
2018-12-13 12:46:31,514 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/678.jpg, predict:Office fact:Office
2018-12-13 12:46:31,529 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2554.jpg, predict:kitchen fact:Office
2018-12-13 12:46:31,547 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2583.jpg, predict:kitchen fact:Office
2018-12-13 12:46:31,563 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2970.jpg, predict:Office fact:Office
2018-12-13 12:46:31,587 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2347.jpg, predict:Office fact:Office
2018-12-13 12:46:31,601 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/1248.jpg, predict:kitchen fact:Office
2018-12-13 12:46:31,614 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2595.jpg, predict:Highway fact:Office
2018-12-13 12:46:31,636 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/859.jpg, predict:bedroom fact:Office
2018-12-13 12:46:31,654 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/829.jpg, predict:livingroom fact:Office
2018-12-13 12:46:31,668 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/637.jpg, predict:Office fact:Office
2018-12-13 12:46:31,686 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/813.jpg, predict:Office fact:Office
2018-12-13 12:46:31,705 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/2252.jpg, predict:Office fact:Office
2018-12-13 12:46:31,720 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/768.jpg, predict:Office fact:Office
2018-12-13 12:46:31,735 - image:/Users/weiziyang/CV_DATA/testing_tagged/Office/796.jpg, predict:kitchen fact:Office
2018-12-13 12:46:31,735 - category:Office correct_ratio:45.0%
2018-12-13 12:46:31,752 - image:/Users/weiziyang/CV_DATA/testing_tagged/Highway/2466.jpg, predict:TallBuilding fact:Highway
